Time,Humidity,Temperature,BMP_temperature,Pressure
00:00:00,45.182,28.000,27.200,100845.091
00:05:00,46.000,28.000,27.156,100830.444
00:10:00,45.500,28.000,27.130,100818.900
00:15:00,45.300,28.100,27.100,100812.900
00:20:00,45.222,28.000,27.100,100810.778
00:25:00,46.000,28.000,27.100,100804.700
00:30:00,45.800,28.000,27.100,100805.900
00:35:00,46.000,28.000,27.100,100804.900
00:40:00,46.111,28.000,27.100,100804.222
00:45:00,45.900,28.000,27.100,100805.400
00:50:00,45.700,28.000,27.050,100802.500
00:55:00,45.889,28.000,27.000,100801.111
01:00:00,45.500,28.000,27.000,100799.100
01:05:00,46.200,28.000,27.000,100795.800
01:10:00,46.600,28.000,27.000,100792.700
01:15:00,45.667,28.000,27.000,100792.778
01:20:00,46.100,28.000,26.980,100789.400
01:25:00,45.700,28.000,26.930,100790.000
01:30:00,45.667,28.000,26.900,100790.667
01:35:00,46.300,28.000,26.900,100781.900
01:40:00,46.600,28.000,26.900,100786.600
01:45:00,45.889,28.000,26.900,100781.556
01:50:00,45.900,28.000,26.900,100775.000
01:55:00,46.100,28.000,26.870,100778.700
02:00:00,46.667,28.000,26.811,100773.667
02:05:00,46.000,28.000,26.820,100776.000
02:10:00,46.400,28.000,26.800,100771.600
02:15:00,45.889,28.000,26.800,100765.889
02:20:00,46.300,28.000,26.800,100754.700
02:25:00,46.500,28.000,26.780,100753.000
02:30:00,46.889,28.000,26.800,100761.333
02:35:00,47.000,28.000,26.770,100760.100
02:40:00,46.100,28.000,26.760,100759.800
02:45:00,46.500,28.000,26.710,100765.500
02:50:00,46.556,28.000,26.700,100763.444
02:55:00,46.700,28.000,26.700,100755.600
03:00:00,46.400,28.000,26.700,100752.100
03:05:00,46.444,28.000,26.700,100754.333
03:10:00,46.300,28.000,26.700,100755.300
03:15:00,46.111,28.000,26.700,100749.667
03:20:00,46.500,28.000,26.630,100750.700
03:25:00,46.600,28.000,26.610,100749.500
03:30:00,46.700,28.000,26.600,100749.900
03:35:00,47.000,28.000,26.600,100753.000
03:40:00,46.800,28.000,26.600,100753.500
03:45:00,46.700,28.000,26.600,100758.600
03:50:00,45.889,28.000,26.600,100761.333
03:55:00,46.500,28.000,26.600,100757.800
04:00:00,46.700,28.000,26.600,100755.300
04:05:00,46.400,28.000,26.540,100765.500
04:10:00,46.778,28.000,26.522,100765.111
04:15:00,46.800,28.000,26.500,100773.900
04:20:00,46.600,28.000,26.500,100773.400
04:25:00,46.556,28.000,26.500,100769.222
04:30:00,46.100,28.000,26.500,100777.300
04:35:00,46.700,28.000,26.500,100792.200
04:40:00,46.556,28.000,26.478,100795.556
04:45:00,46.600,28.000,26.420,100802.600
04:50:00,46.900,28.000,26.410,100798.700
04:55:00,46.600,28.000,26.400,100805.300
05:00:00,46.667,28.000,26.400,100813.556
05:05:00,46.600,28.000,26.400,100823.600
05:10:00,46.700,28.000,26.400,100825.400
05:15:00,47.000,28.000,26.400,100833.500
05:20:00,46.778,28.000,26.400,100846.556
05:25:00,46.600,28.000,26.350,100849.300
05:30:00,46.111,28.000,26.311,100857.333
05:35:00,46.700,28.000,26.310,100859.100
05:40:00,46.600,28.000,26.300,100869.900
05:45:00,46.500,28.000,26.300,100875.800
05:50:00,46.778,28.000,26.300,100879.111
05:55:00,46.800,28.000,26.300,100885.000
06:00:00,46.700,28.000,26.300,100887.900
06:05:00,46.667,28.000,26.267,100895.222
06:10:00,46.500,28.000,26.260,100914.300
06:15:00,46.600,28.000,26.210,100914.900
06:20:00,46.800,28.000,26.200,100927.300
06:25:00,46.222,28.000,26.200,100936.000
06:30:00,46.700,28.000,26.200,100944.100
06:35:00,46.200,28.000,26.170,100953.900
06:40:00,47.000,28.000,26.156,100960.222
06:45:00,47.000,28.000,26.120,100970.400
06:50:00,46.600,28.000,26.120,100975.400
06:55:00,46.333,28.000,26.100,100979.222
07:00:00,47.000,28.000,26.100,100983.700
07:05:00,46.700,28.000,26.100,100983.100
07:10:00,46.800,28.000,26.100,100984.700
07:15:00,46.667,28.000,26.100,100989.333
07:20:00,46.600,28.000,26.080,100990.900
07:25:00,46.400,28.000,26.030,100990.700
07:30:00,47.000,27.889,26.078,100991.667
07:35:00,46.600,27.900,26.100,101001.200
07:40:00,46.900,27.800,26.100,101000.000
07:45:00,46.900,27.500,26.100,101000.200
07:50:00,46.444,27.778,26.089,101015.556
07:55:00,46.600,27.800,26.080,101018.200
08:00:00,46.700,27.900,26.100,101020.000
08:05:00,46.333,28.000,26.100,101024.111
08:10:00,46.500,27.900,26.100,101020.100
08:15:00,46.500,28.000,26.170,101026.700
08:20:00,46.667,28.000,26.200,101028.444
08:25:00,48.900,27.100,26.240,101023.900
08:30:00,52.000,27.000,26.300,101032.700
08:35:00,53.700,27.000,26.380,101040.300
08:40:00,53.889,27.000,26.411,101051.222
08:45:00,53.000,27.600,26.570,101054.200
08:50:00,51.667,28.000,26.617,101063.167
08:55:00,52.200,28.000,26.640,101066.600
09:00:00,52.900,28.000,26.650,101068.900
09:05:00,53.556,28.000,26.744,101070.667
09:10:00,52.900,28.000,26.740,101059.200
09:15:00,51.700,28.000,26.730,101056.700
