Time,Humidity,Temperature,BMP_temperature,Pressure
00:00:00,86.000,30.000,29.018,100612.727
00:05:00,86.000,30.000,29.022,100615.333
00:10:00,86.000,30.000,29.010,100613.900
00:15:00,86.000,30.000,29.000,100609.600
00:20:00,86.000,30.000,28.944,100605.889
00:25:00,86.000,30.000,28.920,100599.800
00:30:00,86.000,30.000,28.940,100601.400
00:35:00,86.000,30.000,28.900,100599.900
00:40:00,86.000,30.000,28.933,100596.222
00:45:00,86.000,30.000,28.930,100593.600
00:50:00,86.000,30.000,28.890,100587.500
00:55:00,86.000,30.000,28.900,100583.222
01:00:00,86.000,30.000,28.890,100571.900
01:05:00,86.000,30.000,28.870,100558.200
01:10:00,86.000,30.000,28.900,100550.222
01:15:00,86.000,30.000,28.890,100544.600
01:20:00,86.000,30.000,28.840,100545.900
01:25:00,86.000,30.000,28.820,100542.200
01:30:00,86.000,30.000,28.800,100544.222
01:35:00,86.000,29.800,28.800,100544.800
01:40:00,86.000,30.000,28.750,100541.500
01:45:00,86.000,30.000,28.700,100543.000
01:50:00,86.000,30.000,28.700,100542.600
01:55:00,86.000,30.000,28.710,100534.900
02:00:00,86.000,30.000,28.700,100530.667
02:05:00,86.000,30.000,28.670,100527.800
02:10:00,86.000,30.000,28.700,100522.200
02:15:00,86.000,30.000,28.640,100520.800
02:20:00,86.000,30.000,28.533,100517.778
02:25:00,86.000,30.000,28.500,100516.200
02:30:00,86.000,30.000,28.420,100519.300
02:35:00,86.000,30.000,28.400,100516.300
02:40:00,86.000,30.000,28.367,100514.444
02:45:00,86.000,30.000,28.300,100509.200
02:50:00,86.000,30.000,28.290,100507.900
02:55:00,86.000,30.000,28.260,100508.400
03:00:00,86.000,30.000,28.200,100507.000
03:05:00,86.000,30.000,28.200,100502.400
03:10:00,86.000,30.000,28.200,100505.300
03:15:00,86.000,30.000,28.130,100511.100
03:20:00,86.000,30.000,28.100,100511.000
03:25:00,86.000,30.000,28.100,100506.900
03:30:00,86.000,30.000,28.040,100509.100
03:35:00,86.000,30.000,28.022,100504.778
03:40:00,86.000,30.000,28.000,100501.100
03:45:00,86.000,30.000,28.000,100502.700
03:50:00,86.000,30.000,28.000,100504.333
03:55:00,86.000,29.900,27.970,100505.200
04:00:00,86.000,29.700,27.930,100500.800
04:05:00,86.000,30.000,27.900,100502.000
04:10:00,86.000,29.900,27.900,100501.900
04:15:00,86.000,29.778,27.900,100509.444
04:20:00,86.000,29.600,27.900,100518.000
04:25:00,86.000,30.000,27.900,100522.200
04:30:00,86.000,29.700,27.900,100525.900
04:35:00,86.000,29.333,27.900,100525.333
04:40:00,86.000,29.600,27.900,100529.200
04:45:00,86.000,29.400,27.900,100534.300
04:50:00,86.000,29.444,27.878,100543.000
04:55:00,86.000,29.500,27.810,100543.200
05:00:00,86.000,29.400,27.800,100547.300
05:05:00,86.000,29.500,27.800,100552.500
05:10:00,86.000,29.556,27.800,100555.111
05:15:00,86.000,29.200,27.800,100556.200
05:20:00,86.000,29.100,27.800,100564.200
05:25:00,86.000,29.100,27.800,100564.300
05:30:00,86.000,29.000,27.800,100569.889
05:35:00,86.000,29.100,27.800,100574.500
05:40:00,86.000,29.000,27.800,100583.400
05:45:00,86.000,29.000,27.800,100590.100
05:50:00,86.000,29.000,27.756,100598.667
05:55:00,86.000,29.000,27.700,100608.300
06:00:00,86.000,29.100,27.700,100616.900
06:05:00,86.000,29.000,27.700,100627.556
06:10:00,86.000,29.000,27.700,100630.900
06:15:00,86.000,29.000,27.700,100638.000
06:20:00,86.000,29.000,27.700,100640.200
06:25:00,86.000,29.100,27.700,100639.000
06:30:00,86.000,29.000,27.700,100643.333
06:35:00,86.000,29.000,27.700,100654.400
